Move,Score
1,4
2,4
3,8
4,24
5,24
6,32
7,68
8,68
9,68
10,72
11,76
12,88
13,88
14,88
15,92
16,96
17,124
18,124
19,128
20,128
21,172
22,172
23,172
24,184
25,200
26,200
27,204
28,212
29,216
30,220
31,220
32,224
33,236
34,236
35,264
36,268
37,268
38,268
39,272
40,284
41,308
42,308
43,312
44,356
45,360
46,360
47,364
48,364
49,364
50,364
51,364
52,364
53,368
54,372
55,404
56,412
57,412
58,412
59,412
60,412
61,416
62,424
63,428
64,428
65,448
66,468
67,488
68,496
69,496
70,548
71,612
72,616
73,620
74,628
75,628
76,628
77,628
78,628
79,632
80,632
81,632
82,636
83,648
84,648
85,648
86,660
87,680
88,716
89,716
90,716
91,716
92,736
93,744
94,744
95,744
96,756
97,764
98,768
99,768
100,772
101,780
102,784
103,792
104,808
105,808
106,808
107,840
108,852
109,852
110,852
111,852
112,856
113,864
114,868
115,1132
116,1132
117,1136
118,1148
119,1148
120,1200
121,1204
122,1204
123,1204
124,1204
125,1276
126,1276
127,1276
128,1292
129,1296
130,1296
131,1300
132,1300
133,1304
134,1312
135,1324
136,1324
137,1324
138,1336
139,1336
140,1340
141,1340
142,1348
143,1352
144,1376
145,1392
146,1428
147,1436
148,1436
149,1436
150,1440
151,1452
152,1456
153,1464
154,1464
155,1464
156,1488
157,1508
158,1508
159,1508
160,1512
161,1524
162,1524
163,1524
164,1560
165,1560
166,1560
167,1564
168,1568
169,1576
170,1576
171,1576
172,1576
173,1576
174,1576
175,1576
176,1576
177,1576
178,1576
179,1576
180,1576
181,1576
182,1576
183,1576
184,1576
185,1576
186,1576
187,1576
188,1576
189,1576
190,1576
191,1576
192,1576
193,1576
194,1576
195,1576
196,1576
197,1576
198,1576
199,1576
200,1576
201,1576
202,1576
203,1576
204,1576
205,1576
206,1576
207,1576
208,1576
209,1576
210,1576
211,1576
212,1576
213,1576
214,1576
215,1576
216,1576
217,1576
218,1576
219,1576
220,1576
221,1576
222,1576
223,1576
224,1576
225,1576
226,1576
227,1576
228,1576
229,1576
230,1576
231,1576
232,1576
233,1576
234,1576
235,1576
236,1576
237,1576
238,1576
239,1576
240,1576
241,1576
242,1576
243,1576
244,1576
245,1576
246,1576
247,1576
248,1576
249,1576
250,1576
251,1576
252,1576
253,1576
254,1576
255,1576
256,1576
257,1576
258,1576
259,1576
260,1576
261,1576
262,1576
263,1576
264,1576
265,1576
266,1576
267,1576
268,1576
269,1576
270,1576
271,1576
272,1576
273,1576
274,1576
275,1576
276,1576
277,1576
278,1576
279,1576
280,1576
281,1576
282,1576
283,1576
284,1576
285,1576
286,1576
287,1576
288,1576
289,1576
290,1576
291,1576
292,1576
293,1576
294,1576
295,1576
296,1576
297,1576
298,1576
299,1576
300,1576
301,1576
302,1576
303,1576
304,1576
305,1576
306,1576
307,1576
308,1576
309,1576
310,1576
311,1576
312,1576
313,1576
314,1576
315,1576
316,1576
317,1576
318,1576
319,1576
320,1576
321,1576
322,1576
323,1576
324,1576
325,1576
326,1576
327,1576
328,1576
329,1576
330,1576
331,1576
332,1576
333,1576
334,1576
335,1576
336,1576
337,1576
338,1576
339,1576
340,1576
341,1576
342,1576
343,1576
344,1576
345,1576
346,1576
347,1576
348,1576
349,1576
350,1576
351,1576
352,1576
353,1576
354,1576
355,1576
356,1576
357,1576
358,1576
359,1576
360,1576
361,1576
362,1576
363,1576
364,1576
365,1576
366,1576
367,1576
368,1576
369,1576
370,1576
371,1576
372,1576
373,1576
374,1576
375,1576
376,1576
377,1576
378,1576
379,1576
380,1576
381,1576
382,1576
383,1576
384,1576
385,1576
386,1576
387,1576
388,1576
389,1576
390,1576
391,1576
392,1576
393,1576
394,1576
395,1576
396,1576
397,1576
398,1576
399,1576
400,1576
