Move,Score
1,4
2,4
3,4
4,8
5,16
6,20
7,24
8,32
9,48
10,52
11,52
12,52
13,56
14,56
15,60
16,60
17,64
18,64
19,64
20,64
21,68
22,80
23,92
24,100
25,100
26,100
27,104
28,108
29,112
30,116
31,128
32,128
33,128
34,128
35,132
36,132
37,132
38,136
39,144
40,160
41,164
42,164
43,228
44,236
45,240
46,240
47,240
48,244
49,248
50,256
51,256
52,260
53,288
54,300
55,316
56,324
57,328
58,328
59,328
60,328
61,332
62,340
63,344
64,352
65,356
66,364
67,380
68,416
69,416
70,420
71,432
72,448
73,456
74,476
75,508
76,512
77,512
78,588
79,604
80,608
81,616
82,616
83,620
84,620
85,632
86,636
87,640
88,648
89,648
90,708
91,712
92,712
93,728
94,732
95,732
96,736
97,744
98,748
99,756
100,756
101,760
102,760
103,764
104,776
105,792
106,792
107,792
108,796
109,800
110,808
111,824
112,828
113,828
114,832
115,840
116,844
117,856
118,872
119,908
120,908
121,908
122,912
123,928
124,928
125,944
126,948
127,948
128,948
129,952
130,960
131,964
132,984
133,1020
134,1092
135,1092
136,1096
137,1096
138,1100
139,1112
140,1120
141,1136
142,1140
143,1144
144,1144
145,1144
146,1156
147,1172
148,1176
149,1216
150,1284
151,1304
152,1304
153,1304
154,1308
155,1320
156,1320
157,1324
158,1324
159,1324
160,1336
161,1344
162,1348
163,1348
164,1528
165,1528
166,1532
167,1532
168,1536
169,1544
170,1548
171,1580
172,1584
173,1584
174,1612
175,1616
176,1616
177,1620
178,1628
179,1632
180,1632
181,1636
182,1644
183,1664
184,1664
185,1668
186,1676
187,1680
188,1688
189,1692
190,1692
191,1692
192,1692
193,1692
194,1692
195,1692
196,1692
197,1692
198,1692
199,1692
200,1692
201,1692
202,1692
203,1692
204,1692
205,1692
206,1692
207,1692
208,1692
209,1692
210,1692
211,1692
212,1692
213,1692
214,1692
215,1692
216,1692
217,1692
218,1692
219,1692
220,1692
221,1692
222,1692
223,1692
224,1692
225,1692
226,1692
227,1692
228,1692
229,1692
230,1692
231,1692
232,1692
233,1692
234,1692
235,1692
236,1692
237,1692
238,1692
239,1692
240,1692
241,1692
242,1692
243,1692
244,1692
245,1692
246,1692
247,1692
248,1692
249,1692
250,1692
251,1692
252,1692
253,1692
254,1692
255,1692
256,1692
257,1692
258,1692
259,1692
260,1692
261,1692
262,1692
263,1692
264,1692
265,1692
266,1692
267,1692
268,1692
269,1692
270,1692
271,1692
272,1692
273,1692
274,1692
275,1692
276,1692
277,1692
278,1692
279,1692
280,1692
281,1692
282,1692
283,1692
284,1692
285,1692
286,1692
287,1692
288,1692
289,1692
290,1692
291,1692
292,1692
293,1692
294,1692
295,1692
296,1692
297,1692
298,1692
299,1692
300,1692
301,1692
302,1692
303,1692
304,1692
305,1692
306,1692
307,1692
308,1692
309,1692
310,1692
311,1692
312,1692
313,1692
314,1692
315,1692
316,1692
317,1692
318,1692
319,1692
320,1692
321,1692
322,1692
323,1692
324,1692
325,1692
326,1692
327,1692
328,1692
329,1692
330,1692
331,1692
332,1692
333,1692
334,1692
335,1692
336,1692
337,1692
338,1692
339,1692
340,1692
341,1692
342,1692
343,1692
344,1692
345,1692
346,1692
347,1692
348,1692
349,1692
350,1692
351,1692
352,1692
353,1692
354,1692
355,1692
356,1692
357,1692
358,1692
359,1692
360,1692
361,1692
362,1692
363,1692
364,1692
365,1692
366,1692
367,1692
368,1692
369,1692
370,1692
371,1692
372,1692
373,1692
374,1692
375,1692
376,1692
377,1692
378,1692
379,1692
380,1692
381,1692
382,1692
383,1692
384,1692
385,1692
386,1692
387,1692
388,1692
389,1692
390,1692
391,1692
392,1692
393,1692
394,1692
395,1692
396,1692
397,1692
398,1692
399,1692
400,1692
